codigo;nombre;unidad;familia;sistema;costo_unitario
VCKB003;"VALVULA CHECK, POSICION VERTICAL, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 3""";UND;VALVULAS;CHW;0
VCKB006;"VALVULA CHECK, POSICION VERTICAL, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 6""";UND;VALVULAS;CHW;0
VCKB008;"VALVULA CHECK, POSICION VERTICAL, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 8""";UND;VALVULAS;CHW;0
VCKB010;"VALVULA CHECK, POSICION VERTICAL, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 10""";UND;VALVULAS;CHW;0
VMB003;"VALVULA DE MARIPOSA, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 3""";UND;VALVULAS;CHW;0
VMB004;"VALVULA DE MARIPOSA, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 4""";UND;VALVULAS;CHW;0
VMB006;"VALVULA DE MARIPOSA, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 6""";UND;VALVULAS;CHW;0
VMB008;"VALVULA DE MARIPOSA, BRIDADA, CON BRIDAS ANSI CLASS 150, Ø 8""";UND;VALVULAS;CHW;0
VMACT003;"VALVULA DE MARIPOSA, BRIDADA CLASS 150, MOTORIZADA, CON ACTUADOR, Ø 3""";UND;VALVULAS;CHW;0
VMACT008;"VALVULA DE MARIPOSA, BRIDADA CLASS 150, MOTORIZADA, CON ACTUADOR, Ø 8""";UND;VALVULAS;CHW;0
BUSH012X014;"BUSHING 1/2"" NPT MACHO A 1/4 NPT HEMBRA";UND;TUBERIAS;CHW;0
BUSH034X014;"BUSHING 3/4"" NPT MACHO A 1/4 NPT HEMBRA";UND;TUBERIAS;CHW;0
BUSH034X012;"BUSHING 3/4"" NPT MACHO A 1/2 NPT HEMBRA";UND;TUBERIAS;CHW;0
SRC014;"SIFÓN RABO DE COCHINO 1/4""";UND;TUBERIAS;CHW;0
NHN-034;"NIPLE HEXAGONAL HIERRO NEGRO, NPT, 150 LBS, Ø 3/4""";UND;TUBERIAS;CHW;0
NHN-112;"NIPLE HEXAGONAL HIERRO NEGRO, NPT, 150 LBS, Ø 1,1/2""";UND;TUBERIAS;CHW;0
NHN-002;"NIPLE HEXAGONAL HIERRO NEGRO, NPT, 150 LBS, Ø 2""";UND;TUBERIAS;CHW;0
NHN-003;"NIPLE HEXAGONAL HIERRO NEGRO, NPT, 150 LBS, Ø 3""";UND;TUBERIAS;CHW;0
UU112;"UNION UNIVERSAL, ACERO AL CARBONO, NPT Ø 1 1/2""";UND;TUBERIAS;CHW;0
UU002;"UNION UNIVERSAL, ACERO AL CARBONO, NPT Ø 2""";UND;TUBERIAS;CHW;0
FS001;"SENSOR DE FLUJO (FLOW SWITCH), CONEXIÓN ROSCADA 1"" NPT";UND;INSTRUMENTOS;CHW;0
MAN001;"MANÓMETRO TIPO BOURDON, CONEXIÓN ROSCADA NPT, CONEXIÓN ROSCADA,  DIÁMETRO Ø 1/2""";UND;INSTRUMENTOS;CHW;0
MAN002;"MANÓMETRO TIPO BOURDON, CONEXIÓN ROSCADA NPT, CONEXIÓN ROSCADA,  DIÁMETRO Ø 1/4""";UND;INSTRUMENTOS;CHW;0
TER001;"TERMÓMETRO, CONEXIÓN ROSCADA NPT, DIÁMETRO Ø 1/2""";UND;INSTRUMENTOS;CHW;0
TA001;TERMOSTATO AMBIENTAL  ON/OFF, 3 VELOCIDADES, PARA Umas de 10 TR.;UND;INSTRUMENTOS;CHW;0
CVM001;CONTROLADOR P/ VALVULA MOTORIZADA;UND;INSTRUMENTOS;CHW;0
PDIF001;PRESOSTATO DIFERENCIAL DE PRESION;UND;INSTRUMENTOS;CHW;0
DSA301;"TUBO EN BARRA (PPR)  Ø 20mm (Ø 1/2"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA302;"TUBO EN BARRA (PPR)  Ø 25mm (Ø 3/4"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA303;"TUBO EN BARRA (PPR)  Ø 32mm (Ø 1"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA304;"TUBO EN BARRA (PPR)  Ø 40mm (Ø 1 1/4"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA305;"TUBO EN BARRA (PPR)  Ø 50mm (Ø 1 1/2"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA306;"TUBO EN BARRA (PPR)  Ø 63mm (Ø 2"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA207;"TUBO EN BARRA (PPR)  Ø 75mm (Ø 2 1/2"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA208;"TUBO EN BARRA (PPR)  Ø 90mm (Ø 3"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA209;"TUBO EN BARRA (PPR)  Ø 110mm (Ø 4"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSA210;"TUBO EN BARRA (PPR)  Ø 160mm (Ø 6"") (L=4,00 M)";UND;TUBERIAS;CHW;0
DSE001;"CODO 90° LISO (PPR)  Ø 20mm (Ø 1/2"")";UND;TUBERIAS;CHW;0
DSE002;"CODO 90° LISO (PPR)  Ø 25mm (Ø 3/4"")";UND;TUBERIAS;CHW;0
DSE003;"CODO 90° LISO (PPR)  Ø 32mm (Ø 1"")";UND;TUBERIAS;CHW;0
DSE004;"CODO 90° LISO (PPR) Ø 40mm (Ø 1 1/4"")";UND;TUBERIAS;CHW;0
DSE005;"CODO 90° LISO (PPR)  Ø 50mm (Ø 1 1/2"")";UND;TUBERIAS;CHW;0
DSE006;"CODO 90° LISO (PPR)  Ø 63mm (Ø 2"")";UND;TUBERIAS;CHW;0
DSE007;"CODO 90° LISO (PPR)  Ø 75mm (Ø 2 1/2"")";UND;TUBERIAS;CHW;0
DSE008;"CODO 90° LISO (PPR)  Ø 90mm (Ø 3"")";UND;TUBERIAS;CHW;0
DSE009;"CODO 90° LISO (PPR)  Ø 110mm (Ø 4"")";UND;TUBERIAS;CHW;0
DSC001;"TEE LISA (PPR)  Ø 20mm (Ø 1/2"")";UND;TUBERIAS;CHW;0
DSC002;"TEE LISA (PPR)  Ø 25mm (Ø 3/4"")";UND;TUBERIAS;CHW;0
DSC003;"TEE LISA (PPR)  Ø 32mm (Ø 1"")";UND;TUBERIAS;CHW;0
DSC004;"TEE LISA (PPR) Ø 40mm (Ø 1 1/4"")";UND;TUBERIAS;CHW;0
DSC005;"TEE LISA (PPR)  Ø 50mm (Ø 1 1/2"")";UND;TUBERIAS;CHW;0
DSC006;"TEE LISA (PPR)  Ø 63mm (Ø 2"")";UND;TUBERIAS;CHW;0
DSC007;"TEE LISA (PPR)  Ø 75mm (Ø 2 1/2"")";UND;TUBERIAS;CHW;0
DSC008;"TEE LISA (PPR)  Ø 90mm (Ø 3"")";UND;TUBERIAS;CHW;0
DSC009;"TEE LISA (PPR)  Ø 110mm (Ø 4"")";UND;TUBERIAS;CHW;0
DSC201;"TEE (PPR) ROSCA HEMBRA 20mm x 1/2""";UND;TUBERIAS;CHW;0
DSC202;"TEE (PPR) ROSCA HEMBRA 25mm x 1/2""";UND;TUBERIAS;CHW;0
DSC203;"TEE (PPR) ROSCA HEMBRA 25mm x 3/4""";UND;TUBERIAS;CHW;0
DSC204;"TEE (PPR) ROSCA HEMBRA 32mm x 1/2""";UND;TUBERIAS;CHW;0
DSC205;"TEE (PPR) ROSCA HEMBRA 32mm x 3/4""";UND;TUBERIAS;CHW;0
DSC206;"TEE (PPR) ROSCA HEMBRA 32mm x 1""";UND;TUBERIAS;CHW;0
DSC301;"TEE (PPR) ROSCA MACHO 20mm x 1/2""";UND;TUBERIAS;CHW;0
DSC302;"TEE (PPR) ROSCA MACHO 25mm x 1/2""";UND;TUBERIAS;CHW;0
DSC303;"TEE (PPR) ROSCA MACHO 25mm x 3/4""";UND;TUBERIAS;CHW;0
DSC304;"TEE (PPR) ROSCA MACHO 32mm x 1/2""";UND;TUBERIAS;CHW;0
DSC305;"TEE (PPR) ROSCA MACHO 32mm x 3/4""";UND;TUBERIAS;CHW;0
DSC306;"TEE (PPR) ROSCA MACHO 32mm x 1""";UND;TUBERIAS;CHW;0
DSB201;"ADAPTADOR (PPR) ROSCA HEMBRA 20mm x 1/2""";UND;TUBERIAS;CHW;0
DSB202;"ADAPTADOR (PPR) ROSCA HEMBRA 20mm x 3/4""";UND;TUBERIAS;CHW;0
DSB203;"ADAPTADOR (PPR) ROSCA HEMBRA 25mm x 1/2""";UND;TUBERIAS;CHW;0
DSB204;"ADAPTADOR (PPR) ROSCA HEMBRA 25mm x 3/4""";UND;TUBERIAS;CHW;0
DSB205;"ADAPTADOR (PPR) ROSCA HEMBRA 32mm x 1/2""";UND;TUBERIAS;CHW;0
DSB206;"ADAPTADOR (PPR) ROSCA HEMBRA 32mm x 3/4""";UND;TUBERIAS;CHW;0
DSB207;"ADAPTADOR (PPR) ROSCA HEMBRA 32mm x 1""";UND;TUBERIAS;CHW;0
DSB301;"ADAPTADOR (PPR) ROSCA MACHO 20mm x 1/2""";UND;TUBERIAS;CHW;0
DSB302;"ADAPTADOR (PPR) ROSCA MACHO 20mm x 3/4""";UND;TUBERIAS;CHW;0
DSB303;"ADAPTADOR (PPR) ROSCA MACHO 25mm x 1/2""";UND;TUBERIAS;CHW;0
DSB304;"ADAPTADOR (PPR) ROSCA MACHO 25mm x 3/4""";UND;TUBERIAS;CHW;0
DSB305;"ADAPTADOR (PPR) ROSCA MACHO 32mm x 1/2""";UND;TUBERIAS;CHW;0
DSB306;"ADAPTADOR (PPR) ROSCA MACHO 32mm x 3/4""";UND;TUBERIAS;CHW;0
DSB307;"ADAPTADOR (PPR) ROSCA MACHO 32mm x 1""";UND;TUBERIAS;CHW;0
DSB101;"REDUCCION LISA (PPR) 25x20mm (3/4"" x 1/2"")";UND;TUBERIAS;CHW;0
DSB102;"REDUCCION LISA (PPR) 32x20mm (1"" x 1/2"")";UND;TUBERIAS;CHW;0
DSB103;"REDUCCION LISA (PPR) 32x25mm (1"" x 3/4"")";UND;TUBERIAS;CHW;0
DSB104;"REDUCCION LISA (PPR) 40x20mm (1 1/4"" x 1/2"")";UND;TUBERIAS;CHW;0
DSB105;"REDUCCION LISA (PPR) 40x25mm (1 1/4"" x 3/4"")";UND;TUBERIAS;CHW;0
DSB106;"REDUCCION LISA (PPR) 40x32mm (1 1/4"" x 1"")";UND;TUBERIAS;CHW;0
DSB107;"REDUCCION LISA (PPR) 50x20mm (1 1/2"" x 1/2"")";UND;TUBERIAS;CHW;0
DSB108;"REDUCCION LISA (PPR) 50x25mm (1 1/2"" x 3/4"")";UND;TUBERIAS;CHW;0
DSB109;"REDUCCION LISA (PPR) 50x32mm (1 1/2"" x 1"")";UND;TUBERIAS;CHW;0
DSB110;"REDUCCION LISA (PPR) 50x40mm (1 1/2"" x 1 1/4"")";UND;TUBERIAS;CHW;0
DSB111;REDUCCION LISA (PPR) 63x20mm;UND;TUBERIAS;CHW;0
DSB112;REDUCCION LISA (PPR) 63x25mm;UND;TUBERIAS;CHW;0
DSB113;REDUCCION LISA (PPR) 63x32mm;UND;TUBERIAS;CHW;0
DSB114;REDUCCION LISA (PPR) 63x40mm;UND;TUBERIAS;CHW;0
DSB115;REDUCCION LISA (PPR) 63x50mm;UND;TUBERIAS;CHW;0
DSB116;REDUCCION LISA (PPR) 75x32mm;UND;TUBERIAS;CHW;0
DSB117;"REDUCCION LISA (PPR) 75x40mm (2 1/2"" x 1 1/2"")";UND;TUBERIAS;CHW;0
DSB118;REDUCCION LISA (PPR) 75x50mm;UND;TUBERIAS;CHW;0
DSB119;REDUCCION LISA (PPR) 75x63mm;UND;TUBERIAS;CHW;0
DSB120;REDUCCION LISA (PPR) 90x40mm;UND;TUBERIAS;CHW;0
DSB121;REDUCCION LISA (PPR) 90x50mm;UND;TUBERIAS;CHW;0
DSB122;REDUCCION LISA (PPR) 90x63mm;UND;TUBERIAS;CHW;0
DSB123;"REDUCCION LISA (PPR) 90x75mm (3"" x 2 1/2"")";UND;TUBERIAS;CHW;0
DSB124;REDUCCION LISA (PPR) 110x50mm;UND;TUBERIAS;CHW;0
DSB125;REDUCCION LISA (PPR) 110x63mm;UND;TUBERIAS;CHW;0
DSB126;"REDUCCION LISA (PPR) 110x75mm (4"" x 2 1/2"")";UND;TUBERIAS;CHW;0
DSB127;"REDUCCION LISA (PPR) 110x90mm (4"" x 3"")";UND;TUBERIAS;CHW;0
DSB128;REDUCCION LISA (PPR) 160x110mm;UND;TUBERIAS;CHW;0
DSC121;"TEE REDUCIDA LISA (PPR) 90x50mm (3"" x 1 1/2"")";UND;TUBERIAS;CHW;0
DSK111;"BRIDA SLIP-ON (PPR) Ø 40mm  (Ø 1 1/4"")";UND;TUBERIAS;CHW;0
DSK112;"BRIDA SLIP-ON (PPR) Ø 50mm (Ø 1 1/2"")";UND;TUBERIAS;CHW;0
DSK113;"BRIDA SLIP-ON (PPR) Ø 63mm (Ø 2"")";UND;TUBERIAS;CHW;0
DSK114;"BRIDA SLIP-ON (PPR) Ø 75mm (Ø 2 1/2"")";UND;TUBERIAS;CHW;0
DSK115;"BRIDA SLIP-ON (PPR) Ø 90mm ( Ø 3"")";UND;TUBERIAS;CHW;0
DSK116;"BRIDA SLIP-ON (PPR) Ø 110mm ( Ø 4"")";UND;TUBERIAS;CHW;0
DSK117;"BRIDA SLIP-ON (PPR) Ø 160mm ( Ø 6"")";UND;TUBERIAS;CHW;0
TOR34X412;"TORNILLO HEXAGONAL 3/4"" x 4 1/2""";UND;TORNILLERIA;CHW;0
TOR34X434;"TORNILLO HEXAGONAL 3/4"" x 4 3/4""";UND;TORNILLERIA;CHW;0
ESP12X312;"ESPARRAGO A193 B7 Ø 1/2"" x 3 1/2""";UND;TORNILLERIA;CHW;0
ESP58X400;"ESPARRAGO A193 B7 Ø 5/8"" x 4""";UND;TORNILLERIA;CHW;0
ESP58X512;"ESPARRAGO A193 B7 Ø 5/8"" x 5 1/2""";UND;TORNILLERIA;CHW;0
ESP58X534;"ESPARRAGO A193 B7 Ø 5/8"" x 5 3/4""";UND;TORNILLERIA;CHW;0
ESP34X412;"ESPARRAGO A193 B7 Ø 3/4"" x 4 1/2""";UND;TORNILLERIA;CHW;0
ESP34X434;"ESPARRAGO A193 B7 Ø 3/4"" x 4 3/4""";UND;TORNILLERIA;CHW;0
ESP34X612;"ESPARRAGO A193 B7 Ø 3/4"" x 6 1/2""";UND;TORNILLERIA;CHW;0
ESP34X007;"ESPARRAGO A193 B7 Ø 3/4"" x 7""";UND;TORNILLERIA;CHW;0
ESP78X500;"ESPARRAGO A193 B7 Ø 7/8"" x 5""";UND;TORNILLERIA;CHW;0
ESP78X712;"ESPARRAGO A193 B7 Ø 7/8"" x 7 1/2""";UND;TORNILLERIA;CHW;0
ESP78X512;"ESPARRAGO A193 B7 Ø 7/8"" x 5 1/2""";UND;TORNILLERIA;CHW;0
ESP10X534;"ESPARRAGO A193 B7 Ø 1"" x 5 3/4""";UND;TORNILLERIA;CHW;0
TUER012;"TUERCA A194 2H Ø 1/2""";UND;TORNILLERIA;CHW;0
TUER058;"TUERCA A194 2H Ø 5/8""";UND;TORNILLERIA;CHW;0
TUER034;"TUERCA A194 2H Ø 3/4""";UND;TORNILLERIA;CHW;0
TUER078;"TUERCA A194 2H Ø 7/8""";UND;TORNILLERIA;CHW;0
TUER100;"TUERCA A194 2H Ø 1""";UND;TORNILLERIA;CHW;0
ARPR012;"ARANDELA PRESION Ø 1/2""";UND;TORNILLERIA;CHW;0
ARPR058;"ARANDELA PRESION Ø 5/8""";UND;TORNILLERIA;CHW;0
ARPR034;"ARANDELA PRESION Ø 3/4""";UND;TORNILLERIA;CHW;0
ARPR078;"ARANDELA PRESION Ø 7/8""";UND;TORNILLERIA;CHW;0
ARPR100;"ARANDELA PRESION Ø 1""";UND;TORNILLERIA;CHW;0
PEMP;"PAPEL VELUMOIDE 1/16""";ROLLO;EMPACADURA;CHW;0
DEM111;"EMPACADURA PARA FLANGE DE PPR Ø40mm (Ø 1 1/4"")";UND;EMPACADURA;CHW;0
DEM112;"EMPACADURA PARA FLANGE DE PPR Ø50mm (Ø 1 1/2"")";UND;EMPACADURA;CHW;0
DEM113;"EMPACADURA PARA FLANGE DE PPR Ø63mm (Ø 2"")";UND;EMPACADURA;CHW;0
DEM114;"EMPACADURA PARA FLANGE DE PPR Ø75mm (Ø 2 1/2"")";UND;EMPACADURA;CHW;0
DEM115;"EMPACADURA PARA FLANGE DE PPR Ø90mm (Ø 3"")";UND;EMPACADURA;CHW;0
DEM116;"EMPACADURA PARA FLANGE DE PPR Ø110mm (Ø 4"")";UND;EMPACADURA;CHW;0
DEM117;"EMPACADURA PARA FLANGE DE PPR Ø160mm (Ø 6"")";UND;EMPACADURA;CHW;0
SOP;SOPORTE TUBERIA AGUA HELADA;UND;SOPORTES;CHW;0
ITUB120;"INSTALACION DE TUBERIA Ø 1/2""";ML;MANO DE OBRA;CHW;0
ITUB034;"INSTALACION DE TUBERIA Ø 3/4""";ML;MANO DE OBRA;CHW;0
ITUB001;"INSTALACION DE TUBERIA Ø 1""";ML;MANO DE OBRA;CHW;0
ITUB112;"INSTALACION DE TUBERIA Ø 1 1/2""";ML;MANO DE OBRA;CHW;0
ITUB002;"INSTALACION DE TUBERIA Ø 2""";ML;MANO DE OBRA;CHW;0
ITUB212;"INSTALACION DE TUBERIA Ø 2 1/2""";ML;MANO DE OBRA;CHW;0
ITUB003;"INSTALACION DE TUBERIA Ø 3""";ML;MANO DE OBRA;CHW;0
ITUB004;"INSTALACION DE TUBERIA Ø 4""";ML;MANO DE OBRA;CHW;0
ITUB006;"INSTALACION DE TUBERIA Ø 6""";ML;MANO DE OBRA;CHW;0
ITUB008;"INSTALACION DE TUBERIA Ø 8""";ML;MANO DE OBRA;CHW;0
ITUB0010;"INSTALACION DE TUBERIA Ø 10""";ML;MANO DE OBRA;CHW;0
ITUB012;"INSTALACION DE TUBERIA Ø 12""";ML;MANO DE OBRA;CHW;0
ITUB014;"INSTALACION DE TUBERIA Ø 14""";ML;MANO DE OBRA;CHW;0
ICHILLER;INSTALACION DE CHILLER;UND;MANO DE OBRA;CHW;0
IUMA;INSTALACION DE UMA;UND;MANO DE OBRA;CHW;0
IBOMBA;INSTALACION DE BOMBA DE AGUA HELADA;UND;MANO DE OBRA;CHW;0
INTBLCP;INSTALACION DE TABLERO DE PROTECCION PARA EL CHILLER;UND;MANO DE OBRA;CHW;0
INTBLCB;INSTALACION DE TABLERO DE PROTECCION PARA LA BOMBA;UND;MANO DE OBRA;CHW;0
IMEDICION;INSTALACION DE INSTRUMENTOS DE MEDICION;UND;MANO DE OBRA;CHW;0
IVALVULAS;INSTALACION DE VALVULAS;UND;MANO DE OBRA;CHW;0
LQTUBERIAS;LIMPIEZA QUIMICA DE TUBERIAS;UND;MANO DE OBRA;CHW;0
IZAJE;IZAJE DE CHILLER;DIA;MANO DE OBRA;CHW;0
ITUBERIAS;INSTALACION DE TUBERIAS;UND;MANO DE OBRA;CHW;0
PROTECC;SUMINISTRO DE TABLERO DE PROTECCION PARA EL CHILLER;UND;PROTECCION;CHW;0
PROTECB;SUMINISTRO DE TABLERO DE PROTECCION PARA LA BOMBA;UND;PROTECCION;CHW;0
BOMBA-460;SUMINISTRO DE BOMBA DE AGUA HELADA 460V/60Hz/3PH;UND;BOMBA;CHW;0
BOMBA-220;SUMINISTRO DE BOMBA DE AGUA HELADA 220V/60Hz/3PH;UND;BOMBA;CHW;0
ATA140;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 1/4"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT120;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 1/2"" (e=1"")";ML;AISLANTE;CHW;0
ATA120;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 1/2"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT034;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 3/4"" (e=1"")";ML;AISLANTE;CHW;0
ATA034;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 3/4"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT112;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 1 1/2"" (e=1"")";ML;AISLANTE;CHW;0
ATA112;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 1 1/2"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT001;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 1"" (e=1"")";ML;AISLANTE;CHW;0
ATA001;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 1"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT002;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 2"" (e=1"")";ML;AISLANTE;CHW;0
ATA002;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 2"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT003;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 3"" (e=1 1/2"")";ML;AISLANTE;CHW;0
ATA003;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 3"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT004;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 4"" (e=1 1/2"")";ML;AISLANTE;CHW;0
ATA004;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 4"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT006;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 6"" (e=2"")";ML;AISLANTE;CHW;0
ATA006;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 6"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT008;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 8"" (e=2"")";ML;AISLANTE;CHW;0
ATA008;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 8"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT010;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 10"" (e=2"")";ML;AISLANTE;CHW;0
ATA010;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 10"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT012;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 12"" (e=2"")";ML;AISLANTE;CHW;0
ATA012;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 12"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
AT014;"SUMINISTRO E INSTALACION DE AISLANTE EN TUBERIA Ø 14"" (e=2"")";ML;AISLANTE;CHW;0
ATA014;"SUM E INST DE AISLANTE EN ACCESORIOS Ø 14"" (CODOS, VALVULAS, JUNTAS)";UND;AISLANTE;CHW;0
